beneficiaire_action_menee;action_representation_interet_id;action_menee_en_propre
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13529;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13529;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13529;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13530;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13530;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13530;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13530;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13530;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13530;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13530;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13530;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13531;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13531;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13531;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13531;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13531;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13531;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13531;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13531;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13532;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13532;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13532;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13532;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13532;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13532;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13532;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13532;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13533;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13533;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13533;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13533;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13533;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13533;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13533;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13533;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13534;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13534;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13534;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13534;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13534;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13534;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13534;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13534;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13535;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13535;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13535;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13535;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13535;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13535;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13535;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13535;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13536;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13536;1
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13536;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13536;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13536;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13536;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13536;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13536;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13537;1
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13537;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13537;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13537;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13537;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13537;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13537;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13537;0
FEDER NATION PRESSE INFORMAT SPECIALIS;13538;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13539;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13540;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13541;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13542;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13543;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13544;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13545;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13546;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13547;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13548;1
FEDER NATION PRESSE INFORMAT SPECIALIS;13549;1
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13550;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13550;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13550;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13550;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13550;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13550;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13550;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13551;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13551;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13551;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13551;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13551;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13551;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13551;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13552;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13552;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13552;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13552;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13552;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13553;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13553;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13553;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13553;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13553;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13553;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13553;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13554;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13555;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13555;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13555;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13555;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13555;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13555;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13555;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13556;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13556;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13556;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13556;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13556;0
SYNDICAT NATIONAL PRESSE AGRICOLE RURALE;13557;0
SYNDICAT DE LA PRESSE SOCIALE(S.P.S);13557;0
SYNDICAT DE LA PRESSE CULTURELLE ET SCIENTIFIQUE;13557;0
SYNDICAT DE LA PRESSE ECONOMIQUE JURIDIQUE ET POLITIQUE;13557;0
SYNDICAT DE LA PRESSE MAGAZINE ET SPECIALISEE;13557;0
SYNDICAT DE LA PRESSE ET DE L'EDITION DES PROFESSIONS DE SANTE;13557;0
SYNDICAT DE LA PRESSE PROFESSIONNELLE;13557;0
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13558;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13559;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13560;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13561;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13562;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13563;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13564;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13565;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13566;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13567;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13568;1
CTRE DEPART JEUNES AGRICULTEURS DE S & M;13569;1
ASSOCIATION DES BRASSEURS DE FRANCE;13570;1
ASSOCIATION DES BRASSEURS DE FRANCE;13571;1
ASSOCIATION DES BRASSEURS DE FRANCE;13572;1
ASSOCIATION DES BRASSEURS DE FRANCE;13573;1
ASSOCIATION DES BRASSEURS DE FRANCE;13574;1
ASSOCIATION DES BRASSEURS DE FRANCE;13575;1
ASSOCIATION DES BRASSEURS DE FRANCE;13576;1
ASSOCIATION DES BRASSEURS DE FRANCE;13577;1
ASSOCIATION DES BRASSEURS DE FRANCE;13578;1
ASSOCIATION DES BRASSEURS DE FRANCE;13579;1
ASSOCIATION DES BRASSEURS DE FRANCE;13580;1
ASSOCIATION DES BRASSEURS DE FRANCE;13581;1
ASSOCIATION DES BRASSEURS DE FRANCE;13582;1
ASS FRANCAISE PROFESSIONNELS DES TITRES;13583;1
ASS FRANCAISE PROFESSIONNELS DES TITRES;13584;1
ASS FRANCAISE PROFESSIONNELS DES TITRES;13585;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13586;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13587;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13588;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13589;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13590;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13591;1
ASSOCIATION DES ASSUREURS MUTUALISTES;13592;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13593;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13594;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13595;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13596;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13597;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13598;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13599;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13600;1
FEDERATION BATIMENT TRAVAUX PUBLICS PDD;13601;1
CARITAS HABITAT;13602;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13603;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13604;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13605;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13606;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13607;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13608;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13609;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13610;1
SOCIETE NATIONALE DE RADIODIFFUSION RADIO FRANCE;13611;1
ECA;13612;1
ECA;13613;1
ECA;13614;1
SYNDICAT NATIONAL DU JEU VIDEO;13615;1
SYNDICAT NATIONAL DU JEU VIDEO;13616;1
SYNDICAT NATIONAL DU JEU VIDEO;13617;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13618;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13619;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13620;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13621;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13622;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13623;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13624;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13625;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13626;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13627;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13628;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13629;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13630;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13631;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13632;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13633;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13634;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13635;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13636;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13637;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13638;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13639;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13640;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13641;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13642;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13643;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13644;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13645;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13646;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13647;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13648;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13649;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13650;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13651;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13652;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13653;1
ORDRE DES AVOCATS A LA COUR DE PARIS;13654;1
DASSAULT SYSTEMES;13655;1
DASSAULT SYSTEMES;13656;1
DASSAULT SYSTEMES;13657;1
DASSAULT SYSTEMES;13658;1
DASSAULT SYSTEMES;13659;1
DASSAULT SYSTEMES;13660;1
DASSAULT SYSTEMES;13661;1
DASSAULT SYSTEMES;13662;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13663;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13664;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13665;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13666;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13667;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13668;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13669;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13670;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13671;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13672;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13673;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13674;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13675;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13676;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13677;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13678;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13679;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13680;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13681;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13682;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13683;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13684;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13685;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13686;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13687;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13688;1
CONSEIL NAT ADMIN JUDIC MANDA JUDIC...;13689;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13690;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13691;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13692;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13693;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13694;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13695;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13696;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13697;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13698;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13699;1
CHAMBRE COMMERCE INDUSTRIE DE LA DROME;13700;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13701;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13702;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13703;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13704;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13705;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13706;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13707;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13708;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13709;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13710;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13711;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13712;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13713;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13714;1
CONFERENCE DES PRESIDENTS D UNIVERSITE;13715;1
UNION DES PRODUCTEURS DE CHAUX;13716;1
FEDE NAT SYNDIC EXPL AGRICOLE;13717;1
FEDE NAT SYNDIC EXPL AGRICOLE;13718;1
FEDE NAT SYNDIC EXPL AGRICOLE;13719;1
FEDE NAT SYNDIC EXPL AGRICOLE;13720;1
FEDE NAT SYNDIC EXPL AGRICOLE;13721;1
FEDE NAT SYNDIC EXPL AGRICOLE;13722;1
FEDE NAT SYNDIC EXPL AGRICOLE;13723;1
FEDE NAT SYNDIC EXPL AGRICOLE;13724;1
FEDE NAT SYNDIC EXPL AGRICOLE;13725;1
FEDE NAT SYNDIC EXPL AGRICOLE;13726;1
FEDE NAT SYNDIC EXPL AGRICOLE;13727;1
FEDE NAT SYNDIC EXPL AGRICOLE;13728;1
FEDE NAT SYNDIC EXPL AGRICOLE;13729;1
FEDE NAT SYNDIC EXPL AGRICOLE;13730;1
FEDE NAT SYNDIC EXPL AGRICOLE;13731;1
FEDE NAT SYNDIC EXPL AGRICOLE;13732;1
FEDE NAT SYNDIC EXPL AGRICOLE;13733;1
FEDE NAT SYNDIC EXPL AGRICOLE;13734;1
FEDE NAT SYNDIC EXPL AGRICOLE;13735;1
FEDE NAT SYNDIC EXPL AGRICOLE;13736;1
FEDE NAT SYNDIC EXPL AGRICOLE;13737;1
FEDE NAT SYNDIC EXPL AGRICOLE;13738;1
FEDE NAT SYNDIC EXPL AGRICOLE;13739;1
FEDE NAT SYNDIC EXPL AGRICOLE;13740;1
FEDE NAT SYNDIC EXPL AGRICOLE;13741;1
FEDE NAT SYNDIC EXPL AGRICOLE;13742;1
FEDE NAT SYNDIC EXPL AGRICOLE;13743;1
FEDE NAT SYNDIC EXPL AGRICOLE;13744;1
FEDE NAT SYNDIC EXPL AGRICOLE;13745;1
FEDE NAT SYNDIC EXPL AGRICOLE;13746;1
FEDE NAT SYNDIC EXPL AGRICOLE;13747;1
FEDE NAT SYNDIC EXPL AGRICOLE;13748;1
FEDE NAT SYNDIC EXPL AGRICOLE;13749;1
FEDE NAT SYNDIC EXPL AGRICOLE;13750;1
FEDE NAT SYNDIC EXPL AGRICOLE;13751;1
FEDE NAT SYNDIC EXPL AGRICOLE;13752;1
FEDE NAT SYNDIC EXPL AGRICOLE;13753;1
FEDE NAT SYNDIC EXPL AGRICOLE;13754;1
FEDE NAT SYNDIC EXPL AGRICOLE;13755;1
FEDE NAT SYNDIC EXPL AGRICOLE;13756;1
FEDE NAT SYNDIC EXPL AGRICOLE;13757;1
FEDE NAT SYNDIC EXPL AGRICOLE;13758;1
FEDE NAT SYNDIC EXPL AGRICOLE;13759;1
FEDE NAT SYNDIC EXPL AGRICOLE;13760;1
FEDE NAT SYNDIC EXPL AGRICOLE;13761;1
FEDE NAT SYNDIC EXPL AGRICOLE;13762;1
FEDE NAT SYNDIC EXPL AGRICOLE;13763;1
FEDE NAT SYNDIC EXPL AGRICOLE;13764;1
FEDE NAT SYNDIC EXPL AGRICOLE;13765;1
FEDE NAT SYNDIC EXPL AGRICOLE;13766;1
FEDE NAT SYNDIC EXPL AGRICOLE;13767;1
FEDE NAT SYNDIC EXPL AGRICOLE;13768;1
FEDE NAT SYNDIC EXPL AGRICOLE;13769;1
FEDE NAT SYNDIC EXPL AGRICOLE;13770;1
FEDE NAT SYNDIC EXPL AGRICOLE;13771;1
FEDE NAT SYNDIC EXPL AGRICOLE;13772;1
FEDE NAT SYNDIC EXPL AGRICOLE;13773;1
FEDE NAT SYNDIC EXPL AGRICOLE;13774;1
FEDE NAT SYNDIC EXPL AGRICOLE;13775;1
FEDE NAT SYNDIC EXPL AGRICOLE;13776;1
FEDE NAT SYNDIC EXPL AGRICOLE;13777;1
FEDE NAT SYNDIC EXPL AGRICOLE;13778;1
FEDE NAT SYNDIC EXPL AGRICOLE;13779;1
FEDE NAT SYNDIC EXPL AGRICOLE;13780;1
FEDE NAT SYNDIC EXPL AGRICOLE;13781;1
FEDE NAT SYNDIC EXPL AGRICOLE;13782;1
FEDE NAT SYNDIC EXPL AGRICOLE;13783;1
FEDE NAT SYNDIC EXPL AGRICOLE;13784;1
FEDE NAT SYNDIC EXPL AGRICOLE;13785;1
FEDE NAT SYNDIC EXPL AGRICOLE;13786;1
FEDE NAT SYNDIC EXPL AGRICOLE;13787;1
FEDE NAT SYNDIC EXPL AGRICOLE;13788;1
FEDE NAT SYNDIC EXPL AGRICOLE;13789;1
FEDE NAT SYNDIC EXPL AGRICOLE;13790;1
FEDE NAT SYNDIC EXPL AGRICOLE;13791;1
FEDE NAT SYNDIC EXPL AGRICOLE;13792;1
FEDE NAT SYNDIC EXPL AGRICOLE;13793;1
FEDE NAT SYNDIC EXPL AGRICOLE;13794;1
FEDE NAT SYNDIC EXPL AGRICOLE;13795;1
FEDE NAT SYNDIC EXPL AGRICOLE;13796;1
FEDE NAT SYNDIC EXPL AGRICOLE;13797;1
FEDE NAT SYNDIC EXPL AGRICOLE;13798;1
FEDE NAT SYNDIC EXPL AGRICOLE;13799;1
FEDE NAT SYNDIC EXPL AGRICOLE;13800;1
FEDE NAT SYNDIC EXPL AGRICOLE;13801;1
FEDE NAT SYNDIC EXPL AGRICOLE;13802;1
FEDE NAT SYNDIC EXPL AGRICOLE;13803;1
FEDE NAT SYNDIC EXPL AGRICOLE;13804;1
FEDE NAT SYNDIC EXPL AGRICOLE;13805;1
FEDE NAT SYNDIC EXPL AGRICOLE;13806;1
FEDE NAT SYNDIC EXPL AGRICOLE;13807;1
FEDE NAT SYNDIC EXPL AGRICOLE;13808;1
FEDE NAT SYNDIC EXPL AGRICOLE;13809;1
FEDE NAT SYNDIC EXPL AGRICOLE;13810;1
FEDE NAT SYNDIC EXPL AGRICOLE;13811;1
FEDE NAT SYNDIC EXPL AGRICOLE;13812;1
FEDE NAT SYNDIC EXPL AGRICOLE;13813;1
FEDE NAT SYNDIC EXPL AGRICOLE;13814;1
FEDE NAT SYNDIC EXPL AGRICOLE;13815;1
FEDE NAT SYNDIC EXPL AGRICOLE;13816;1
FEDE NAT SYNDIC EXPL AGRICOLE;13817;1
FEDE NAT SYNDIC EXPL AGRICOLE;13818;1
FEDE NAT SYNDIC EXPL AGRICOLE;13819;1
FEDE NAT SYNDIC EXPL AGRICOLE;13820;1
FEDE NAT SYNDIC EXPL AGRICOLE;13821;1
FEDE NAT SYNDIC EXPL AGRICOLE;13822;1
FEDE NAT SYNDIC EXPL AGRICOLE;13823;1
FEDE NAT SYNDIC EXPL AGRICOLE;13824;1
FEDE NAT SYNDIC EXPL AGRICOLE;13825;1
FEDE NAT SYNDIC EXPL AGRICOLE;13826;1
FEDE NAT SYNDIC EXPL AGRICOLE;13827;1
FEDE NAT SYNDIC EXPL AGRICOLE;13828;1
FEDE NAT SYNDIC EXPL AGRICOLE;13829;1
FEDE NAT SYNDIC EXPL AGRICOLE;13830;1
FEDE NAT SYNDIC EXPL AGRICOLE;13831;1
FEDE NAT SYNDIC EXPL AGRICOLE;13832;1
FEDE NAT SYNDIC EXPL AGRICOLE;13833;1
FEDE NAT SYNDIC EXPL AGRICOLE;13834;1
FEDE NAT SYNDIC EXPL AGRICOLE;13835;1
FEDE NAT SYNDIC EXPL AGRICOLE;13836;1
FEDE NAT SYNDIC EXPL AGRICOLE;13837;1
FEDE NAT SYNDIC EXPL AGRICOLE;13838;1
FEDE NAT SYNDIC EXPL AGRICOLE;13839;1
FEDE NAT SYNDIC EXPL AGRICOLE;13840;1
FEDE NAT SYNDIC EXPL AGRICOLE;13841;1
FEDE NAT SYNDIC EXPL AGRICOLE;13842;1
FEDE NAT SYNDIC EXPL AGRICOLE;13843;1
FEDE NAT SYNDIC EXPL AGRICOLE;13844;1
FEDE NAT SYNDIC EXPL AGRICOLE;13845;1
FEDE NAT SYNDIC EXPL AGRICOLE;13846;1
FEDE NAT SYNDIC EXPL AGRICOLE;13847;1
FEDE NAT SYNDIC EXPL AGRICOLE;13848;1
FEDE NAT SYNDIC EXPL AGRICOLE;13849;1
FEDE NAT SYNDIC EXPL AGRICOLE;13850;1
FEDE NAT SYNDIC EXPL AGRICOLE;13851;1
FEDE NAT SYNDIC EXPL AGRICOLE;13852;1
FEDE NAT SYNDIC EXPL AGRICOLE;13853;1
FEDE NAT SYNDIC EXPL AGRICOLE;13854;1
