annee,groupe,sanction,sexe,nombre,motif,type_sanction,source,conseil_discpline
2015,4,Abaissement d'échelon,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Abaissement d'échelon,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Abaissement d'échelon,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Abaissement d'échelon,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,H,1,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,H,1,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Déplacement d'office,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Avertissement,H,505,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,F,79,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Blâme,H,244,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant 
2015,4,Blâme,F,60,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,H,2,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Avertissement,F,1,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,H,8,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,F,2,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Rétrogradation,H,2,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Rétrogradation,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,H,13,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,F,1,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,H,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,H,5,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,H,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,H,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Avertissement,H,3,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Blâme,H,9,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant 
2015,4,Blâme,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Avertissement,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,H,3,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,F,1,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Rétrogradation,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Rétrogradation,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,H,2,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,F,3,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,H,1,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,H,1,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Avertissement,H,180,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,F,19,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Blâme,H,75,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant 
2015,4,Blâme,F,17,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Avertissement,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,H,1,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Rétrogradation,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Rétrogradation,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,H,2,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Avertissement,H,146,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,F,32,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Blâme,H,125,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant 
2015,4,Blâme,F,23,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,avant
2015,4,Avertissement,H,2,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Avertissement,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,H,1,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Blâme,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,après
2015,4,Rétrogradation,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Rétrogradation,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,H,3,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF de 3 mois à 2 ans,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Retraite d'office,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Révocation,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Exclusion définitive,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation des cadres,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,H,19,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,F,3,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,H,7,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,F,2,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,H,5,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,H,6,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,ETF jusqu'à 15 jours,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,H,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,F,0,Manquement aux sujétions du service,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,H,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,F,0,Manquements au devoir de loyauté,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,H,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,F,0,Manquement à l'autorité hiérarchique,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,H,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2015,4,Radiation du tableau d'avancement,F,0,Manquements aux règles d'usage des matériels en dotation,Manquement aux règles de fonctionnement du service,Bilan social 2015,
2016,1,Abaissement d'échelon,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,F,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Déplacement d'office,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Avertissement,H,3,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Blâme,H,4,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant 
2016,1,Blâme,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Avertissement,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Rétrogradation,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Rétrogradation,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,H,11,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,F,2,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,H,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,H,11,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,F,2,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,H,11,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,F,1,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Avertissement,H,1,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Blâme,H,1,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant 
2016,1,Blâme,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Avertissement,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Rétrogradation,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Rétrogradation,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,H,1,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Avertissement,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Blâme,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant 
2016,1,Blâme,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Avertissement,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,F,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Rétrogradation,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Rétrogradation,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,H,3,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,H,2,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,H,1,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Avertissement,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Blâme,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant 
2016,1,Blâme,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,avant
2016,1,Avertissement,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Avertissement,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Blâme,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,après
2016,1,Rétrogradation,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Rétrogradation,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF de 3 mois à 2 ans,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Retraite d'office,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Révocation,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Exclusion définitive,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation des cadres,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,H,8,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,F,3,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,H,1,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,H,11,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,ETF jusqu'à 15 jours,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,H,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,F,0,Manquement à la probité,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,H,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,F,0,Atteinte à la vie privée,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,H,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,F,0,Atteinte au secret professionnel et au devoir de discrétion,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,H,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Radiation du tableau d'avancement,F,0,Dégradations et destructions,Atteintes aux biens et à la protection des informations,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Violences illégitimes ou traitements dégrandants,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Violences illégitimes ou traitements dégrandants,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Accidents,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Accidents,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Comportement déviant à caractère sexuel,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
2016,1,Abaissement d'échelon,F,0,Comportement déviant à caractère sexuel,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
2016,1,Abaissement d'échelon,H,0,Harcèlement,Atteintes à la dignité et à l'intégrité de la personne,Bilan social 2016,
